user,item,rating
1688,906,3.0
1688,995,5.0
1688,1038,5.0
1688,1052,5.0
1689,57,4.0
1689,99,4.0
1689,138,5.0
1689,140,5.0
1689,142,4.0
1689,200,5.0
1690,343,5.0
1690,487,5.0
1690,592,5.0
1690,786,5.0
1690,845,5.0
1691,323,5.0
1691,407,5.0
1691,449,5.0
1691,633,1.0
1691,639,4.0
1691,695,5.0
1691,754,5.0
1691,831,5.0
1692,404,4.0
1692,748,4.0
1692,753,4.0
1692,803,4.0
1692,867,5.0
1692,882,4.0
1692,942,1.0
1692,971,5.0
1692,1086,3.0
1692,1115,5.0
1693,281,5.0
1693,314,5.0
1693,316,5.0
1693,319,5.0
1693,320,5.0
1693,343,5.0
1693,381,5.0
1693,441,5.0
1693,573,5.0
1693,595,5.0
1693,623,5.0
1694,538,1.0
1694,571,5.0
1694,649,3.0
1694,709,3.0
1694,866,4.0
1694,878,3.0
1694,908,3.0
1694,952,3.0
1694,998,1.0
1694,1022,5.0
1694,1045,2.0
1694,1057,5.0
1694,1112,3.0
1694,1131,4.0
1694,1160,5.0
1694,1161,1.0
1695,738,5.0
1695,844,2.0
1695,1142,3.0
1695,1149,1.0
1695,1152,3.0
1696,443,5.0
1696,487,5.0
1696,525,5.0
1696,572,5.0
1696,631,5.0
1697,318,5.0
1697,393,4.0
1697,458,5.0
1697,461,5.0
1697,666,5.0
1697,953,5.0
1697,1028,4.0
1697,1072,5.0
1698,17,5.0
1698,263,5.0
1698,327,5.0
1698,379,5.0
1698,397,5.0
1698,412,4.0
1698,440,5.0
1698,454,4.0
1698,472,4.0
1698,487,5.0
1699,1099,4.0
1699,1116,3.0
1699,1145,4.0
1699,1165,1.0
1699,1187,4.0
1700,648,5.0
1700,958,5.0
1700,959,5.0
1700,972,5.0
1700,1088,5.0
1700,1176,5.0
1701,948,5.0
1701,958,5.0
1701,1056,5.0
1701,1091,5.0
1701,1141,5.0
1701,1169,4.0
1702,108,5.0
1702,111,3.0
1702,168,4.0
1702,175,5.0
1702,203,5.0
1702,242,5.0
1702,246,5.0
1702,247,5.0
1703,253,5.0
1703,320,5.0
1703,366,5.0
1703,383,4.0
1703,424,5.0
1703,434,5.0
1703,438,4.0
1703,440,3.0
1703,458,5.0
1703,463,5.0
1703,471,4.0
1703,541,5.0
1703,563,5.0
1703,618,3.0
1703,631,5.0
1703,681,5.0
1703,687,5.0
1703,742,4.0
1704,240,5.0
1704,259,5.0
1704,320,5.0
1704,327,5.0
1704,837,4.0
1704,1077,5.0
1704,1110,5.0
1705,688,5.0
1705,711,4.0
1705,747,4.0
1705,769,4.0
1705,778,4.0
1706,718,5.0
1706,854,4.0
1706,869,4.0
1706,878,5.0
1706,1022,4.0
1707,232,5.0
1707,306,5.0
1707,555,5.0
1707,559,5.0
1707,588,2.0
1708,457,5.0
1708,753,2.0
1708,761,5.0
1708,796,5.0
1708,1011,5.0
1709,707,5.0
1709,1075,5.0
1709,1099,5.0
1709,1129,5.0
1709,1167,5.0
1710,541,3.0
1710,563,4.0
1710,768,4.0
1710,790,4.0
1710,927,4.0
1710,1039,5.0
1711,523,5.0
1711,715,2.0
1711,824,1.0
1711,984,3.0
1711,1074,4.0
1711,1126,4.0
1711,1132,4.0
1712,19,4.0
1712,27,5.0
1712,82,3.0
1712,172,5.0
1712,227,4.0
1712,228,5.0
1712,237,5.0
1713,440,3.0
1713,487,5.0
1713,610,3.0
1713,745,4.0
1713,751,5.0
1713,753,5.0
1713,821,5.0
1713,839,3.0
1713,870,3.0
1713,925,5.0
1713,936,5.0
1713,1012,5.0
1713,1081,4.0
1713,1116,5.0
1713,1119,5.0
1713,1128,4.0
1714,283,5.0
1714,336,5.0
1714,656,5.0
1714,663,2.0
1714,1033,5.0
1714,1062,4.0
1714,1167,4.0
1715,47,5.0
1715,48,5.0
1715,52,5.0
1715,59,5.0
1715,67,4.0
1715,79,5.0
1715,82,5.0
1716,948,5.0
1716,954,5.0
1716,958,4.0
1716,987,4.0
1716,1035,5.0
1717,172,5.0
1717,266,4.0
1717,310,5.0
1717,316,5.0
1717,352,4.0
1717,373,2.0
1717,379,3.0
1717,380,3.0
1717,397,4.0
1717,441,4.0
1717,925,1.0
1717,933,5.0
1717,1052,5.0
1718,741,5.0
1718,784,4.0
1718,1001,5.0
1718,1014,5.0
1718,1183,5.0
1719,220,2.0
1719,318,5.0
1719,401,2.0
1719,421,4.0
1719,424,4.0
1719,439,5.0
1719,450,3.0
1719,458,5.0
1719,469,2.0
1719,484,3.0
1719,485,2.0
1719,533,4.0
1719,554,3.0
1719,576,5.0
1719,619,3.0
1719,633,2.0
1719,696,3.0
1719,744,4.0
1719,754,4.0
1719,755,4.0
1719,766,5.0
1719,797,3.0
1719,884,5.0
1719,949,2.0
1720,361,4.0
1720,437,4.0
1720,483,4.0
1720,531,5.0
1720,681,5.0
1720,955,5.0
1720,956,4.0
1721,561,5.0
1721,889,5.0
1721,1061,5.0
1721,1077,5.0
1721,1101,5.0
1722,590,4.0
1722,709,1.0
1722,883,5.0
1722,954,3.0
1722,1004,3.0
1722,1021,2.0
1722,1178,1.0
1723,374,4.0
1723,424,4.0
1723,434,4.0
1723,440,4.0
1723,583,4.0
1723,745,4.0
1723,864,5.0
1723,869,5.0
1724,498,1.0
1724,524,1.0
1724,690,1.0
1724,777,1.0
1724,1177,1.0
1725,493,1.0
1725,518,1.0
1725,579,1.0
1725,726,1.0
1725,759,1.0
1726,378,5.0
1726,404,5.0
1726,647,5.0
1726,1003,5.0
1726,1007,5.0
1727,678,2.0
1727,812,2.0
1727,1037,4.0
1727,1157,3.0
1727,1193,5.0
1728,296,5.0
1728,374,5.0
1728,418,5.0
1728,424,5.0
1728,457,5.0
1728,559,5.0
1729,263,5.0
1729,348,3.0
1729,367,5.0
1729,418,5.0
1729,424,5.0
1729,437,5.0
1729,559,5.0
1730,440,4.0
1730,482,1.0
1730,487,5.0
1730,727,5.0
1730,745,3.0
1730,775,3.0
1730,857,4.0
1730,928,2.0
1730,945,5.0
1731,620,5.0
1731,746,4.0
1731,754,5.0
1731,833,5.0
1731,959,4.0
1732,62,5.0
1732,83,5.0
1732,113,2.0
1732,118,3.0
1732,121,5.0
1732,141,5.0
1732,155,5.0
1732,193,5.0
1732,228,5.0
1733,752,5.0
1733,805,5.0
1733,953,5.0
1733,954,5.0
1733,957,5.0
1733,988,5.0
1734,2,5.0
1734,66,5.0
1734,92,5.0
1734,95,3.0
1734,98,5.0
1734,104,5.0
1734,105,5.0
1734,106,5.0
1734,149,5.0
1735,383,4.0
1735,601,5.0
1735,670,5.0
1735,905,4.0
1735,1047,4.0
1736,302,3.0
1736,304,4.0
1736,336,5.0
1736,401,4.0
1736,613,5.0
1737,318,5.0
1737,407,5.0
1737,521,5.0
1737,595,5.0
1737,621,5.0
1737,777,4.0
1737,804,5.0
1737,1144,5.0
1738,421,4.0
1738,447,1.0
1738,582,1.0
1738,695,2.0
1738,759,1.0
1738,837,5.0
1739,3,5.0
1739,430,5.0
1739,442,5.0
1739,548,5.0
1739,1005,5.0
1740,450,5.0
1740,620,4.0
1740,666,5.0
1740,762,5.0
1740,777,5.0
1740,905,4.0
1740,952,5.0
1740,1057,5.0
1740,1070,4.0
1741,487,5.0
1741,636,5.0
1741,653,5.0
1741,690,5.0
1741,731,2.0
1741,796,5.0
1741,829,5.0
1741,842,5.0
1741,918,5.0
1741,927,5.0
1741,933,2.0
1741,1015,5.0
1741,1039,5.0
1741,1116,5.0
1741,1119,5.0
1741,1120,5.0
1741,1122,4.0
1741,1194,1.0
1741,1195,5.0
1742,62,4.0
1742,91,4.0
1742,153,5.0
1742,1006,5.0
1742,1147,3.0
1743,692,4.0
1743,787,4.0
1743,867,5.0
1743,873,5.0
1743,931,4.0
1744,434,5.0
1744,457,5.0
1744,494,5.0
1744,522,5.0
1744,653,5.0
1744,761,5.0
1744,768,3.0
1744,789,4.0
1744,945,5.0
1745,705,5.0
1745,906,3.0
1745,1116,5.0
1745,1118,4.0
1745,1121,5.0
1745,1125,5.0
1746,487,5.0
1746,895,5.0
1746,1069,5.0
1746,1116,5.0
1746,1117,5.0
1747,102,5.0
1747,104,5.0
1747,130,5.0
1747,145,4.0
1747,157,5.0
1747,164,5.0
1748,266,4.0
1748,268,4.0
1748,287,3.0
1748,422,4.0
1748,463,4.0
1749,2,5.0
1749,92,5.0
1749,105,4.0
1749,108,4.0
1749,126,5.0
1749,145,5.0
1749,151,2.0
1749,155,4.0
1749,164,4.0
1749,169,5.0
1749,226,5.0
1749,228,5.0
1750,459,1.0
1750,469,2.0
1750,617,1.0
1750,768,1.0
1750,775,1.0
1750,777,1.0
1750,810,1.0
1751,222,1.0
1751,339,5.0
1751,412,5.0
1751,469,5.0
1751,471,1.0
1751,487,5.0
1752,3,5.0
1752,19,5.0
1752,42,2.0
1752,312,5.0
1752,320,4.0
1752,508,5.0
1752,524,1.0
1752,593,1.0
1752,612,5.0
1752,803,4.0
1752,804,2.0
1752,835,4.0
1752,906,4.0
1752,908,1.0
1752,948,2.0
1752,954,3.0
1752,957,1.0
1752,1130,5.0
1752,1145,4.0
1752,1149,4.0
1752,1152,3.0
1753,382,3.0
1753,691,5.0
1753,736,5.0
1753,920,5.0
1753,975,5.0
1753,977,5.0
1753,1023,5.0
1753,1106,5.0
1753,1140,5.0
1753,1148,5.0
1754,792,5.0
1754,867,5.0
1754,935,4.0
1754,1073,5.0
1754,1088,4.0
1755,418,5.0
1755,456,4.0
1755,541,5.0
1755,558,3.0
1755,563,5.0
1755,602,3.0
1755,789,3.0
1756,10,3.0
1756,16,5.0
1756,110,3.0
1756,131,4.0
1756,140,2.0
1756,147,5.0
1757,473,5.0
1757,589,3.0
1757,653,5.0
1757,665,4.0
1757,867,5.0
1757,933,4.0
1757,938,3.0
1757,946,5.0
1757,1100,4.0
1757,1138,4.0
1757,1162,3.0
1758,12,5.0
1758,66,5.0
1758,74,5.0
1758,75,5.0
1758,94,5.0
1758,123,5.0
1758,131,5.0
1759,559,5.0
1759,796,5.0
1759,812,5.0
1759,864,5.0
1759,889,5.0
1759,916,5.0
1759,971,5.0
1759,1078,5.0
1760,446,5.0
1760,608,5.0
1760,611,3.0
1760,650,5.0
1760,971,4.0
1761,99,3.0
1761,120,3.0
1761,137,5.0
1761,147,5.0
1761,188,5.0
1761,199,4.0
1761,214,4.0
1761,219,5.0
1761,222,4.0
1761,237,5.0
1761,240,5.0
1762,915,2.0
1762,1038,1.0
1762,1039,3.0
1762,1052,5.0
1762,1109,5.0
1762,1144,5.0
1762,1151,4.0
1762,1163,4.0
1763,12,5.0
1763,22,5.0
1763,504,3.0
1763,693,5.0
1763,902,4.0
1763,956,4.0
1763,1105,3.0
1764,262,3.0
1764,266,3.0
1764,268,5.0
1764,298,5.0
1764,321,5.0
1764,567,5.0
1764,605,4.0
1764,650,5.0
1765,161,3.0
1765,196,4.0
1765,251,3.0
1765,253,3.0
1765,274,4.0
1766,125,1.0
1766,443,2.0
1766,633,1.0
1766,755,2.0
1766,1004,2.0
1767,18,5.0
1767,52,5.0
1767,108,5.0
1767,164,5.0
1767,174,5.0
1767,183,5.0
1767,188,4.0
1767,194,5.0
1767,200,5.0
1768,666,5.0
1768,777,1.0
1768,804,5.0
1768,824,2.0
1768,906,2.0
1769,263,5.0
1769,308,2.0
1769,310,5.0
1769,349,4.0
1769,352,4.0
1769,456,5.0
1769,602,5.0
1769,680,5.0
1770,627,3.0
1770,1011,1.0
1770,1041,1.0
1770,1051,1.0
1770,1066,5.0
1770,1140,5.0
1770,1166,5.0
1771,830,5.0
1771,873,3.0
1771,889,5.0
1771,1027,5.0
1771,1029,5.0
1771,1138,3.0
1771,1176,5.0
1772,132,5.0
1772,229,3.0
1772,584,3.0
1772,702,4.0
1772,841,4.0
1772,854,3.0
1772,877,4.0
1772,1144,5.0
1772,1161,5.0
1773,459,2.0
1773,633,5.0
1773,666,4.0
1773,668,4.0
1773,696,5.0
1773,804,4.0
1773,863,4.0
1773,869,3.0
1773,879,4.0
1773,958,4.0
1773,1163,3.0
1773,1173,2.0
1774,2,5.0
1774,79,5.0
1774,104,5.0
1774,115,5.0
1774,116,4.0
1774,130,4.0
1774,144,5.0
1774,154,5.0
1774,158,5.0
1775,474,5.0
1775,535,5.0
1775,575,5.0
1775,877,5.0
1775,972,5.0
1775,1013,5.0
1775,1111,5.0
1776,311,5.0
1776,486,5.0
1776,620,4.0
1776,659,5.0
1776,777,4.0
1776,854,4.0
1777,549,5.0
1777,1116,5.0
1777,1118,4.0
1777,1125,5.0
1777,1173,2.0
1778,291,4.0
1778,383,4.0
1778,384,4.0
1778,453,4.0
1778,466,5.0
1778,538,5.0
1778,568,3.0
1778,593,5.0
1778,669,4.0
1778,750,4.0
1778,957,5.0
1778,1150,4.0
1778,1187,5.0
1779,536,1.0
1779,754,2.0
1779,804,1.0
1779,872,1.0
1779,874,2.0
1779,958,1.0
1780,150,1.0
1780,244,2.0
1780,307,1.0
1780,384,2.0
1780,443,1.0
1780,512,1.0
1780,520,4.0
1781,206,4.0
1781,287,5.0
1781,303,5.0
1781,383,3.0
1781,407,4.0
1781,409,3.0
1781,573,3.0
1781,702,1.0
1781,777,4.0
1781,1056,1.0
1782,296,5.0
1782,548,3.0
1782,582,5.0
1782,723,5.0
1782,865,4.0
1782,1013,5.0
1783,311,1.0
1783,316,5.0
1783,684,5.0
1783,700,1.0
1783,716,5.0
1783,753,4.0
1783,825,5.0
1783,890,5.0
1783,1040,5.0
1784,361,5.0
1784,487,4.0
1784,563,4.0
1784,589,4.0
1784,716,5.0
1784,889,5.0
1784,892,5.0
1785,92,5.0
1785,108,3.0
1785,111,4.0
1785,154,5.0
1785,537,5.0
1786,132,5.0
1786,133,4.0
1786,176,4.0
1786,229,4.0
1786,290,5.0
1786,318,4.0
1786,330,5.0
1786,396,4.0
1786,400,4.0
1786,455,5.0
1787,601,4.0
1787,941,5.0
1787,1051,1.0
1787,1141,4.0
1787,1144,3.0
1787,1170,5.0
1788,690,4.0
1788,792,5.0
1788,946,5.0
1788,1053,5.0
1788,1059,4.0
1788,1063,4.0
1789,1116,5.0
1789,1117,3.0
1789,1121,4.0
1789,1157,3.0
1789,1195,5.0
1790,572,5.0
1790,573,5.0
1790,655,5.0
1790,669,5.0
1790,703,5.0
1790,745,5.0
1790,855,4.0
1791,52,5.0
1791,69,5.0
1791,88,5.0
1791,94,1.0
1791,120,5.0
1791,1116,1.0
1792,12,5.0
1792,457,5.0
1792,532,5.0
1792,612,5.0
1792,896,1.0
1792,1000,5.0
1793,133,5.0
1793,374,3.0
1793,386,3.0
1793,421,1.0
1793,443,1.0
1793,565,5.0
1793,636,2.0
1794,457,5.0
1794,472,4.0
1794,537,5.0
1794,610,4.0
1794,943,4.0
1795,0,5.0
1795,5,4.0
1795,10,5.0
1795,20,5.0
1795,47,2.0
1795,51,4.0
1795,82,5.0
1795,92,5.0
1795,103,4.0
1795,105,2.0
1795,110,3.0
1795,111,4.0
1795,131,4.0
1795,138,5.0
1795,151,4.0
1795,164,5.0
1795,169,5.0
1795,173,5.0
1795,177,5.0
1795,216,3.0
1795,217,4.0
1795,221,5.0
1795,232,3.0
1795,240,5.0
1795,241,5.0
1796,1116,5.0
1796,1117,5.0
1796,1118,5.0
1796,1119,5.0
1796,1120,5.0
1796,1153,5.0
1796,1156,5.0
1796,1157,5.0
1796,1171,5.0
1796,1173,5.0
1796,1174,5.0
1796,1182,5.0
1796,1193,5.0
1797,363,5.0
1797,457,5.0
1797,487,5.0
1797,653,5.0
1797,829,5.0
1797,882,5.0
1798,267,4.0
1798,328,5.0
1798,340,5.0
1798,360,5.0
1798,374,5.0
1798,383,3.0
1798,404,4.0
1798,409,3.0
1798,458,4.0
1798,466,4.0
1798,492,5.0
1798,565,3.0
1798,569,4.0
1798,573,5.0
1798,583,5.0
1798,595,4.0
1798,619,3.0
1798,666,3.0
1798,696,5.0
1798,738,5.0
1798,755,4.0
1798,779,4.0
1798,804,4.0
1798,866,4.0
1798,869,4.0
1798,905,4.0
1798,954,3.0
1798,958,3.0
1798,988,4.0
1798,1017,3.0
1798,1042,4.0
1798,1045,4.0
1799,403,4.0
1799,573,4.0
1799,864,5.0
1799,941,4.0
1799,1117,5.0
1799,1120,4.0
1799,1156,5.0
1800,300,5.0
1800,350,5.0
1800,363,5.0
1800,559,5.0
1800,681,5.0
1800,793,5.0
1801,723,3.0
1801,842,3.0
1801,1082,5.0
1801,1116,5.0
1801,1170,5.0
1802,89,2.0
1802,366,4.0
1802,383,3.0
1802,432,5.0
1802,492,4.0
1802,573,4.0
1802,583,5.0
1802,595,4.0
1802,744,4.0
1802,777,3.0
1802,854,4.0
1803,21,5.0
1803,503,1.0
1803,556,3.0
1803,855,1.0
1803,872,4.0
1804,224,3.0
1804,295,5.0
1804,366,4.0
1804,404,2.0
1804,515,2.0
1804,556,4.0
1805,137,5.0
1805,648,5.0
1805,757,5.0
1805,920,5.0
1805,944,5.0
1806,92,4.0
1806,108,5.0
1806,152,4.0
1806,153,5.0
1806,164,5.0
1806,191,5.0
1806,228,5.0
1806,229,4.0
1806,240,5.0
1807,267,4.0
1807,328,5.0
1807,343,5.0
1807,374,2.0
1807,431,5.0
1807,433,2.0
1807,548,2.0
1807,583,2.0
1807,656,4.0
1807,677,3.0
1807,738,5.0
1807,797,4.0
1807,834,5.0
1807,836,5.0
1807,898,5.0
1807,938,5.0
1807,944,4.0
1807,979,4.0
1807,1013,3.0
1807,1066,4.0
1807,1095,4.0
1807,1134,3.0
1807,1162,3.0
1808,393,3.0
1808,500,2.0
1808,905,4.0
1808,1054,4.0
1808,1128,4.0
1809,606,4.0
1809,658,4.0
1809,768,4.0
1809,885,5.0
1809,902,5.0
1810,273,5.0
1810,424,5.0
1810,674,4.0
1810,864,5.0
1810,964,4.0
1810,968,1.0
1810,992,5.0
1811,589,5.0
1811,747,4.0
1811,938,5.0
1811,994,5.0
1811,1029,5.0
1812,62,2.0
1812,113,5.0
1812,117,2.0
1812,145,3.0
1812,219,5.0
1812,246,4.0
1812,264,5.0
1812,288,2.0
1813,508,4.0
1813,867,5.0
1813,1029,5.0
1813,1039,5.0
1813,1047,4.0
1813,1138,4.0
1813,1172,5.0
1814,738,5.0
1814,826,5.0
1814,1030,4.0
1814,1031,2.0
1814,1075,2.0
1814,1121,3.0
1814,1149,2.0
1815,99,5.0
1815,162,3.0
1815,248,4.0
1815,469,4.0
1815,753,4.0
1816,21,5.0
1816,226,5.0
1816,239,5.0
1816,255,5.0
1816,310,5.0
1816,339,5.0
1816,347,5.0
1816,366,5.0
1816,440,5.0
1816,444,5.0
1816,455,4.0
1816,457,5.0
1816,472,4.0
1816,502,4.0
1816,510,4.0
1816,522,5.0
1816,541,5.0
1816,563,5.0
1816,572,5.0
1816,680,5.0
1816,727,5.0
1816,745,5.0
1816,882,4.0
1817,217,5.0
1817,318,5.0
1817,320,4.0
1817,397,5.0
1817,448,5.0
1817,449,4.0
1817,513,3.0
1817,538,4.0
1818,432,5.0
1818,457,5.0
1818,522,4.0
1818,538,2.0
1818,588,4.0
1818,631,4.0
1818,727,5.0
1818,746,3.0
1819,102,5.0
1819,234,5.0
1819,458,5.0
1819,874,5.0
1819,958,5.0
1819,1057,4.0
1820,368,3.0
1820,438,4.0
1820,456,5.0
1820,458,4.0
1820,747,2.0
1820,779,5.0
1820,1125,5.0
1820,1157,3.0
1820,1170,4.0
1821,312,1.0
1821,344,1.0
1821,366,4.0
1821,374,5.0
1821,441,5.0
1821,494,4.0
1821,513,4.0
1821,528,3.0
1821,607,2.0
1821,689,4.0
1821,749,5.0
1822,253,5.0
1822,383,4.0
1822,385,5.0
1822,421,4.0
1822,436,4.0
1822,439,5.0
1822,451,1.0
1822,456,5.0
1822,458,3.0
1822,460,4.0
1822,463,4.0
1822,481,3.0
1822,484,4.0
1822,485,4.0
1822,493,4.0
1822,494,4.0
1822,514,4.0
1822,517,4.0
1822,528,5.0
1822,538,4.0
1822,555,4.0
1822,565,3.0
1822,583,4.0
1822,593,5.0
1822,598,4.0
1822,602,4.0
1822,613,2.0
1822,625,4.0
1822,631,4.0
1822,635,3.0
1822,655,3.0
1822,658,3.0
1822,686,3.0
1822,690,2.0
1822,702,2.0
1822,703,5.0
1822,718,4.0
1822,719,5.0
1822,746,3.0
1822,750,4.0
1822,778,5.0
1822,818,2.0
1822,855,4.0
1822,867,4.0
1822,926,3.0
1822,933,3.0
1822,954,4.0
1822,1025,4.0
1822,1049,3.0
1822,1052,5.0
1822,1055,4.0
1822,1078,4.0
1822,1122,5.0
1822,1124,4.0
1822,1136,3.0
1822,1138,4.0
1822,1175,3.0
1823,503,5.0
1823,666,5.0
1823,804,2.0
1823,949,1.0
1823,1018,1.0
1823,1131,5.0
1824,572,5.0
1824,589,5.0
1824,599,5.0
1824,784,1.0
1824,790,5.0
1824,799,5.0
1824,873,5.0
1824,907,4.0
1824,1058,5.0
1824,1124,4.0
1824,1177,4.0
1825,403,5.0
1825,683,4.0
1825,718,5.0
1825,781,5.0
1825,1039,5.0
1826,665,5.0
1826,751,4.0
1826,889,5.0
1826,891,5.0
1826,945,4.0
1826,1081,4.0
1827,1105,4.0
1827,1116,5.0
1827,1144,5.0
1827,1163,5.0
1827,1167,5.0
1828,12,5.0
1828,17,5.0
1828,522,5.0
1828,871,3.0
1828,872,5.0
1829,458,5.0
1829,666,5.0
1829,738,5.0
1829,780,5.0
1829,811,5.0
1829,822,5.0
1830,404,5.0
1830,457,5.0
1830,522,3.0
1830,530,5.0
1830,621,5.0
1830,665,5.0
1830,761,5.0
1830,867,5.0
1830,875,5.0
1830,954,5.0
1830,957,4.0
1830,1047,3.0
1831,216,5.0
1831,242,5.0
1831,266,5.0
1831,298,5.0
1831,313,5.0
1831,391,5.0
1831,446,5.0
1832,1116,5.0
1832,1117,5.0
1832,1144,1.0
1832,1149,1.0
1832,1165,5.0
1832,1170,5.0
1833,9,5.0
1833,68,5.0
1833,81,1.0
1833,176,5.0
1833,264,5.0
1833,308,5.0
1833,345,5.0
1833,414,1.0
1833,415,5.0
1833,417,5.0
1833,574,5.0
1833,604,5.0
1833,645,4.0
1833,833,5.0
1833,834,5.0
1834,314,2.0
1834,424,2.0
1834,602,5.0
1834,607,5.0
1834,688,2.0
1834,737,5.0
1834,827,3.0
1835,243,5.0
1835,266,3.0
1835,308,4.0
1835,476,3.0
1835,553,5.0
1835,581,5.0
1835,608,2.0
1835,645,5.0
1835,655,4.0
1835,675,2.0
1835,777,5.0
1835,865,5.0
1835,906,4.0
1835,910,3.0
1835,972,5.0
1835,1040,4.0
1836,81,2.0
1836,177,4.0
1836,381,5.0
1836,537,5.0
1836,587,2.0
1836,639,5.0
1836,657,5.0
1836,789,2.0
1836,912,3.0
1836,948,4.0
1836,1084,4.0
1837,2,5.0
1837,44,5.0
1837,46,5.0
1837,127,4.0
1837,131,5.0
1838,252,5.0
1838,347,4.0
1838,456,3.0
1838,494,4.0
1838,548,3.0
1838,554,4.0
1838,620,3.0
1838,739,3.0
1838,963,4.0
1839,0,5.0
1839,3,4.0
1839,92,4.0
1839,169,3.0
1839,193,5.0
1839,256,5.0
1839,434,2.0
1839,503,1.0
1839,895,5.0
1839,916,5.0
1839,971,1.0
1839,1011,5.0
1840,108,4.0
1840,191,5.0
1840,194,4.0
1840,196,5.0
1840,197,5.0
1840,203,5.0
1840,218,5.0
1840,222,3.0
1840,238,5.0
1841,466,4.0
1841,530,3.0
1841,536,3.0
1841,696,4.0
1841,744,5.0
1841,766,4.0
1841,827,4.0
1841,845,4.0
1841,852,1.0
1841,881,2.0
1841,883,2.0
1841,988,5.0
1841,1055,4.0
1841,1169,4.0
1842,416,1.0
1842,609,4.0
1842,649,5.0
1842,695,4.0
1842,725,1.0
1842,1167,5.0
1842,1191,5.0
1843,20,4.0
1843,22,5.0
1843,350,5.0
1843,424,5.0
1843,444,5.0
1844,396,5.0
1844,434,5.0
1844,519,5.0
1844,532,3.0
1844,681,5.0
1844,742,2.0
1844,775,4.0
1845,147,5.0
1845,348,5.0
1845,352,5.0
1845,362,5.0
1845,424,5.0
1845,466,5.0
1845,469,4.0
1845,587,4.0
1845,589,4.0
1845,590,4.0
1845,597,5.0
1845,712,1.0
1845,727,5.0
1845,749,3.0
1845,789,4.0
1845,790,3.0
1845,808,5.0
1845,834,3.0
1845,864,5.0
1845,866,4.0
1845,867,4.0
1845,906,5.0
1845,918,5.0
1845,932,5.0
1845,933,4.0
1845,934,4.0
1845,935,5.0
1845,937,5.0
1845,938,5.0
1845,940,5.0
1845,942,2.0
1845,944,5.0
1845,954,5.0
1845,1012,5.0
1845,1039,5.0
1845,1049,5.0
1845,1053,5.0
1845,1057,3.0
1845,1076,5.0
1845,1077,5.0
1845,1079,5.0
1845,1117,5.0
1845,1120,4.0
1845,1171,5.0
1845,1175,5.0
1845,1194,4.0
1846,175,5.0
1846,429,5.0
1846,442,4.0
1846,544,5.0
1846,705,5.0
1846,706,4.0
1846,911,4.0
1846,1075,5.0
1846,1099,5.0
1846,1105,3.0
1846,1106,4.0
1847,285,5.0
1847,452,3.0
1847,554,2.0
1847,582,3.0
1847,893,4.0
1847,984,1.0
1847,1114,5.0
1848,526,5.0
1848,586,5.0
1848,675,1.0
1848,676,5.0
1848,806,1.0
1848,852,5.0
1848,855,5.0
1848,884,5.0
1849,528,5.0
1849,571,5.0
1849,666,5.0
1849,738,5.0
1849,1057,5.0
1850,666,5.0
1850,793,5.0
1850,804,5.0
1850,905,5.0
1850,924,5.0
1850,991,5.0
1851,738,5.0
1851,795,3.0
1851,1145,5.0
1851,1163,5.0
1851,1196,5.0
1852,378,4.0
1852,387,4.0
1852,404,3.0
1852,494,5.0
1852,530,2.0
1852,565,3.0
1852,573,5.0
1852,601,5.0
1852,667,2.0
1852,810,5.0
1852,811,5.0
1852,993,4.0
1853,21,3.0
1853,30,5.0
1853,36,5.0
1853,60,5.0
1853,75,3.0
1853,76,4.0
1853,137,5.0
1853,177,3.0
1853,195,5.0
1853,240,5.0
1854,2,5.0
1854,131,4.0
1854,161,5.0
1854,174,4.0
1854,185,5.0
1854,218,1.0
1854,249,4.0
1854,274,5.0
1855,49,5.0
1855,60,4.0
1855,74,5.0
1855,125,5.0
1855,152,4.0
1855,170,5.0
1855,187,3.0
1856,1041,3.0
1856,1117,4.0
1856,1120,3.0
1856,1121,3.0
1856,1125,4.0
1856,1156,4.0
1857,924,5.0
1857,964,5.0
1857,1050,5.0
1857,1056,5.0
1857,1116,5.0
1858,409,3.0
1858,438,5.0
1858,505,2.0
1858,595,5.0
1858,601,5.0
1858,816,1.0
1858,951,3.0
1859,217,5.0
1859,381,5.0
1859,382,3.0
1859,513,3.0
1859,583,5.0
1859,668,3.0
1859,694,5.0
1859,736,5.0
1859,754,4.0
1859,769,4.0
1859,869,5.0
1859,937,4.0
1859,959,4.0
1859,986,4.0
1859,1016,5.0
1859,1036,4.0
1859,1063,5.0
1860,94,5.0
1860,307,1.0
1860,383,1.0
1860,459,5.0
1860,556,2.0
1861,20,4.0
1861,61,3.0
1861,131,4.0
1861,602,4.0
1861,856,3.0
1862,171,2.0
1862,236,5.0
1862,854,2.0
1862,869,1.0
1862,874,5.0
1862,1004,5.0
1863,113,5.0
1863,456,5.0
1863,483,4.0
1863,597,4.0
1863,658,5.0
1863,684,4.0
1863,685,5.0
1863,747,2.0
1863,749,5.0
1863,809,5.0
1863,1175,5.0
1864,285,5.0
1864,339,4.0
1864,470,4.0
1864,542,4.0
1864,738,5.0
1865,290,5.0
1865,427,5.0
1865,434,5.0
1865,440,5.0
1865,456,4.0
1865,559,5.0
1865,602,5.0
1865,735,5.0
1866,686,4.0
1866,718,5.0
1866,856,3.0
1866,873,3.0
1866,1022,4.0
